seed,method,marginal_cov,mean_width,ece,cov_power,width_power,rmse_power,cov_water,width_water,rmse_water,cov_telecom,width_telecom,rmse_telecom
0,meta_learned,0.9026548672566371,0.7767600417137146,0.0893805309734513,0.94,0.7375092506408691,0.2159299999475479,0.868421052631579,0.8064953684806824,0.2678649127483368,0.88,0.8100642561912537,0.25286537408828735
0,chmp_learned_lambda,0.8938053097345132,0.7640092968940735,0.07699115044247784,0.94,0.7366780042648315,0.2159299999475479,0.8421052631578947,0.7763389945030212,0.2678649127483368,0.88,0.7999308109283447,0.25286537408828735
0,chmp_attention,0.8938053097345132,0.7756245136260986,0.059292035398230046,0.94,0.7410610914230347,0.2159299999475479,0.8421052631578947,0.8009060025215149,0.2678649127483368,0.88,0.8063239455223083,0.25286537408828735
0,cqr_propagation,0.9292035398230089,0.9263704419136047,0.05929203539823005,1.0,0.8824149370193481,0.2159299999475479,0.8421052631578947,0.8443076610565186,0.2678649127483368,0.92,1.1390167474746704,0.25286537408828735
1,meta_learned,0.8849557522123894,0.8003576397895813,0.0805309734513274,0.86,0.660143256187439,0.21367543935775757,0.868421052631579,0.9496822357177734,0.3098697066307068,0.96,0.8538131713867188,0.17986677587032318
1,chmp_learned_lambda,0.8849557522123894,0.7972609400749207,0.05929203539823008,0.86,0.659524142742157,0.21367543935775757,0.868421052631579,0.9449687004089355,0.3098697066307068,0.96,0.8482189178466797,0.17986677587032318
1,chmp_attention,0.8761061946902655,0.788541316986084,0.05752212389380527,0.84,0.6325386762619019,0.21367543935775757,0.868421052631579,0.9516523480415344,0.3098697066307068,0.96,0.8526180982589722,0.17986677587032318
1,cqr_propagation,0.8938053097345132,0.8533945679664612,0.09115044247787608,0.84,0.7563685774803162,0.21367543935775757,0.9210526315789473,0.8996376395225525,0.3098697066307068,0.96,0.9771573543548584,0.17986677587032318
2,meta_learned,0.9026548672566371,0.7146211266517639,0.08053097345132741,0.84,0.6655659675598145,0.22788365185260773,0.9736842105263158,0.7707351446151733,0.19773000478744507,0.92,0.7274382710456848,0.2463606894016266
2,chmp_learned_lambda,0.8938053097345132,0.7220733165740967,0.08053097345132744,0.82,0.6720098853111267,0.22788365185260773,0.9736842105263158,0.7705704569816589,0.19773000478744507,0.92,0.7484844923019409,0.2463606894016266
2,chmp_attention,0.8938053097345132,0.7168501615524292,0.09115044247787608,0.82,0.6685434579849243,0.22788365185260773,0.9736842105263158,0.7694171071052551,0.19773000478744507,0.92,0.7335618734359741,0.2463606894016266
2,cqr_propagation,0.8938053097345132,0.9035820364952087,0.0734513274336283,0.88,0.8116697072982788,0.22788365185260773,0.9473684210526315,1.027042269706726,0.19773000478744507,0.84,0.8997471332550049,0.2463606894016266
3,meta_learned,0.8938053097345132,0.736258327960968,0.06814159292035396,0.94,0.7965291738510132,0.217661514878273,0.7894736842105263,0.5004671216011047,0.19371744990348816,0.96,0.9741196632385254,0.2674753665924072
3,chmp_learned_lambda,0.8938053097345132,0.7362550497055054,0.07345132743362831,0.94,0.796058714389801,0.217661514878273,0.7894736842105263,0.5011763572692871,0.19371744990348816,0.96,0.9739673733711243,0.2674753665924072
3,chmp_attention,0.8938053097345132,0.7339682579040527,0.08761061946902651,0.94,0.7948945760726929,0.217661514878273,0.7894736842105263,0.5001335144042969,0.19371744990348816,0.96,0.9675446152687073,0.2674753665924072
3,cqr_propagation,0.8938053097345132,0.7967894077301025,0.09292035398230088,0.94,0.7751756310462952,0.217661514878273,0.9210526315789473,0.8312888145446777,0.19371744990348816,0.76,0.7875778079032898,0.2674753665924072
4,meta_learned,0.9469026548672567,0.9259060621261597,0.08053097345132741,0.98,0.9609829783439636,0.21030651032924652,0.8947368421052632,0.8993157744407654,0.2545391917228699,0.96,0.8961694240570068,0.23518069088459015
4,chmp_learned_lambda,0.9292035398230089,0.8697794079780579,0.029203539823008808,0.94,0.8250401020050049,0.21030651032924652,0.8947368421052632,0.9117866158485413,0.2545391917228699,0.96,0.8954067230224609,0.23518069088459015
4,chmp_attention,0.9469026548672567,0.9146004319190979,0.08053097345132743,0.96,0.9208357334136963,0.21030651032924652,0.9210526315789473,0.9180447459220886,0.2545391917228699,0.96,0.8968942165374756,0.23518069088459015
4,cqr_propagation,0.9646017699115044,0.9383281469345093,0.09469026548672564,0.92,0.7203080654144287,0.21030651032924652,1.0,1.0412328243255615,0.2545391917228699,1.0,1.2179534435272217,0.23518069088459015
5,meta_learned,0.8849557522123894,0.7832000851631165,0.07699115044247785,0.92,0.8677686452865601,0.2198556661605835,0.8157894736842105,0.5983926057815552,0.23015595972537994,0.92,0.8949704170227051,0.2499084174633026
5,chmp_learned_lambda,0.8849557522123894,0.7786849141120911,0.06814159292035399,0.92,0.8647796511650085,0.2198556661605835,0.8157894736842105,0.589909553527832,0.23015595972537994,0.92,0.8934341669082642,0.2499084174633026
5,chmp_attention,0.8938053097345132,0.7759886980056763,0.06991150442477875,0.94,0.858853816986084,0.2198556661605835,0.8157894736842105,0.5875310897827148,0.23015595972537994,0.92,0.8967137932777405,0.2499084174633026
5,cqr_propagation,0.831858407079646,0.7830964922904968,0.09999999999999998,0.9,0.858853280544281,0.2198556661605835,0.7368421052631579,0.6584076285362244,0.23015595972537994,0.84,0.8211101293563843,0.2499084174633026
6,meta_learned,0.9292035398230089,0.8457129597663879,0.05929203539823006,0.92,0.8311637043952942,0.2097049504518509,0.9210526315789473,0.7898945808410645,0.20670603215694427,0.96,0.9596554040908813,0.2211012989282608
6,chmp_learned_lambda,0.9292035398230089,0.8344794511795044,0.0486725663716814,0.92,0.8058998584747314,0.2097049504518509,0.9210526315789473,0.7898592948913574,0.20670603215694427,0.96,0.9594616889953613,0.2211012989282608
6,chmp_attention,0.9292035398230089,0.8297532796859741,0.048672566371681394,0.92,0.8069984316825867,0.2097049504518509,0.9210526315789473,0.7784556746482849,0.20670603215694427,0.96,0.9532353281974792,0.2211012989282608
6,cqr_propagation,0.8672566371681416,0.8286412358283997,0.07876106194690262,0.84,0.6196283102035522,0.2097049504518509,0.8947368421052632,0.9836723208427429,0.20670603215694427,0.88,1.0110200643539429,0.2211012989282608
7,meta_learned,0.8761061946902655,0.7261413931846619,0.10707964601769909,0.76,0.677316427230835,0.26195070147514343,0.9473684210526315,0.735122799873352,0.2009447067975998,1.0,0.810139536857605,0.18995726108551025
7,chmp_learned_lambda,0.8761061946902655,0.7311107516288757,0.12831858407079644,0.76,0.6891708374023438,0.26195070147514343,0.9473684210526315,0.7346794605255127,0.2009447067975998,1.0,0.8095664978027344,0.18995726108551025
7,chmp_attention,0.8761061946902655,0.7287731170654297,0.11061946902654862,0.76,0.6829882860183716,0.26195070147514343,0.9473684210526315,0.7336243987083435,0.2009447067975998,1.0,0.8129686713218689,0.18995726108551025
7,cqr_propagation,0.9026548672566371,0.8642491698265076,0.06814159292035396,0.82,0.7415570616722107,0.26195070147514343,0.9736842105263158,0.8981929421424866,0.2009447067975998,0.96,1.058038353919983,0.18995726108551025
8,meta_learned,0.9557522123893806,0.7620183825492859,0.08407079646017697,0.98,0.7862840294837952,0.18022562563419342,0.9736842105263158,0.7001195549964905,0.16560335457324982,0.88,0.8075732588768005,0.2553030252456665
8,chmp_learned_lambda,0.9469026548672567,0.7767642140388489,0.0646017699115044,0.98,0.8345988392829895,0.18022562563419342,0.9473684210526315,0.6804096102714539,0.16560335457324982,0.88,0.807553768157959,0.2553030252456665
8,chmp_attention,0.9646017699115044,0.7729887366294861,0.0646017699115044,0.98,0.8029864430427551,0.18022562563419342,0.9736842105263158,0.7062957882881165,0.16560335457324982,0.92,0.8143665790557861,0.2553030252456665
8,cqr_propagation,0.911504424778761,0.9229979515075684,0.0734513274336283,0.92,0.844870924949646,0.18022562563419342,0.9473684210526315,1.158777117729187,0.16560335457324982,0.84,0.7208679914474487,0.2553030252456665
9,meta_learned,0.8672566371681416,0.7002765536308289,0.0982300884955752,0.76,0.5975410342216492,0.26701605319976807,0.9736842105263158,0.854629635810852,0.22366668283939362,0.92,0.6711306571960449,0.18651939928531647
9,chmp_learned_lambda,0.8672566371681416,0.699402928352356,0.09469026548672568,0.76,0.5968225598335266,0.26701605319976807,0.9736842105263158,0.8538088798522949,0.22366668283939362,0.92,0.6698667407035828,0.18651939928531647
9,chmp_attention,0.8672566371681416,0.7018541097640991,0.09823008849557519,0.76,0.5969659686088562,0.26701605319976807,0.9736842105263158,0.8648040890693665,0.22366668283939362,0.92,0.6639466285705566,0.18651939928531647
9,cqr_propagation,0.8938053097345132,0.7477380037307739,0.1123893805309734,0.82,0.6981613636016846,0.26701605319976807,0.9473684210526315,0.8458143472671509,0.22366668283939362,0.96,0.6978151798248291,0.18651939928531647
10,meta_learned,0.9292035398230089,0.8941165804862976,0.06637168141592918,0.88,0.7888205647468567,0.2393653839826584,0.9473684210526315,0.8858472108840942,0.20810915529727936,1.0,1.1172780990600586,0.21227878332138062
10,chmp_learned_lambda,0.9292035398230089,0.8838887214660645,0.05929203539823008,0.88,0.7658551931381226,0.2393653839826584,0.9473684210526315,0.8858086466789246,0.20810915529727936,1.0,1.117037296295166,0.21227878332138062
10,chmp_attention,0.9292035398230089,0.8834592700004578,0.06106194690265483,0.88,0.7654446363449097,0.2393653839826584,0.9473684210526315,0.8928821086883545,0.20810915529727936,1.0,1.1051658391952515,0.21227878332138062
10,cqr_propagation,0.8584070796460177,0.8796884417533875,0.14601769911504422,0.84,0.8540188074111938,0.2393653839826584,0.9736842105263158,0.9900858998298645,0.20810915529727936,0.72,0.7632238864898682,0.21227878332138062
11,meta_learned,0.9557522123893806,0.8261837959289551,0.07876106194690263,1.0,0.9032754302024841,0.20913457870483398,0.9473684210526315,0.7371764183044434,0.19211873412132263,0.88,0.807291567325592,0.24244935810565948
11,chmp_learned_lambda,0.9557522123893806,0.832205057144165,0.06283185840707964,1.0,0.902519166469574,0.20913457870483398,0.9473684210526315,0.7561324834823608,0.19211873412132263,0.88,0.8072066307067871,0.24244935810565948
11,chmp_attention,0.9469026548672567,0.8341379761695862,0.06283185840707961,0.98,0.908791720867157,0.20913457870483398,0.9473684210526315,0.7466162443161011,0.19211873412132263,0.88,0.8178636431694031,0.24244935810565948
11,cqr_propagation,0.9557522123893806,0.854452908039093,0.0893805309734513,1.0,0.9134188890457153,0.20913457870483398,0.9473684210526315,0.8261739015579224,0.19211873412132263,0.88,0.7795050740242004,0.24244935810565948
12,meta_learned,0.9380530973451328,0.677020788192749,0.0539823008849557,0.94,0.6450919508934021,0.18383772671222687,0.9473684210526315,0.6634526252746582,0.20418065786361694,0.92,0.7615025043487549,0.20441819727420807
12,chmp_learned_lambda,0.9380530973451328,0.6769979000091553,0.03805309734513267,0.94,0.6450603008270264,0.18383772671222687,0.9473684210526315,0.6635448932647705,0.20418065786361694,0.92,0.7613223195075989,0.20441819727420807
12,chmp_attention,0.9380530973451328,0.6643857955932617,0.03805309734513269,0.94,0.6192565560340881,0.18383772671222687,0.9473684210526315,0.6632327437400818,0.20418065786361694,0.92,0.7563965320587158,0.20441819727420807
12,cqr_propagation,0.8672566371681416,0.7545821070671082,0.06637168141592917,0.88,0.6579104661941528,0.18383772671222687,0.8157894736842105,0.8107835054397583,0.20418065786361694,0.92,0.8624992966651917,0.20441819727420807
13,meta_learned,0.8938053097345132,0.8595240712165833,0.1070796460176991,0.88,0.9133731126785278,0.2787822484970093,0.8947368421052632,0.6723085045814514,0.21806873381137848,0.92,1.0363938808441162,0.3075270354747772
13,chmp_learned_lambda,0.8938053097345132,0.8728398680686951,0.034513274336283206,0.88,0.9439051151275635,0.2787822484970093,0.8947368421052632,0.6718939542770386,0.21806873381137848,0.92,1.0361473560333252,0.3075270354747772
13,chmp_attention,0.8938053097345132,0.8650473356246948,0.04513274336283184,0.88,0.9224850535392761,0.2787822484970093,0.8947368421052632,0.6781142354011536,0.21806873381137848,0.92,1.0343108177185059,0.3075270354747772
13,cqr_propagation,0.8672566371681416,0.7710234522819519,0.045132743362831816,0.84,0.8159377574920654,0.2787822484970093,0.868421052631579,0.6471791863441467,0.21806873381137848,0.92,0.8694379329681396,0.3075270354747772
14,meta_learned,0.9380530973451328,0.782738208770752,0.06283185840707962,0.96,0.7991449236869812,0.20128057897090912,0.8947368421052632,0.712709367275238,0.20853565633296967,0.96,0.8563689589500427,0.18911071121692657
14,chmp_learned_lambda,0.9380530973451328,0.7730857133865356,0.07345132743362828,0.96,0.7945494651794434,0.20128057897090912,0.8947368421052632,0.6915636658668518,0.20853565633296967,0.96,0.8540714979171753,0.18911071121692657
14,chmp_attention,0.9380530973451328,0.787559449672699,0.08584070796460173,0.96,0.806120753288269,0.20128057897090912,0.8947368421052632,0.7160468101501465,0.20853565633296967,0.96,0.8591362833976746,0.18911071121692657
14,cqr_propagation,0.9026548672566371,0.8518729209899902,0.06637168141592917,0.8,0.6778995394706726,0.20128057897090912,0.9736842105263158,0.9298917055130005,0.20853565633296967,1.0,1.0812315940856934,0.18911071121692657
15,meta_learned,0.9026548672566371,0.7426079511642456,0.06637168141592917,0.94,0.8567644357681274,0.19940464198589325,0.9473684210526315,0.6912980079650879,0.1827104538679123,0.76,0.5922861695289612,0.25317490100860596
15,chmp_learned_lambda,0.9026548672566371,0.7406416535377502,0.0663716814159292,0.94,0.8508458733558655,0.19940464198589325,0.9473684210526315,0.6910605430603027,0.1827104538679123,0.76,0.5955964922904968,0.25317490100860596
15,chmp_attention,0.9026548672566371,0.7439000010490417,0.08230088495575219,0.94,0.8564363121986389,0.19940464198589325,0.9473684210526315,0.6972953677177429,0.1827104538679123,0.76,0.5896664261817932,0.25317490100860596
15,cqr_propagation,0.9026548672566371,0.7461605668067932,0.08407079646017697,0.84,0.6938275098800659,0.19940464198589325,0.9473684210526315,0.6772403120994568,0.1827104538679123,0.96,0.955585777759552,0.25317490100860596
16,meta_learned,0.9203539823008849,0.8652834892272949,0.05221238938053093,0.92,0.848792552947998,0.23670955002307892,0.9473684210526315,1.0389046669006348,0.20198661088943481,0.88,0.6343609690666199,0.20543593168258667
16,chmp_learned_lambda,0.9203539823008849,0.8628151416778564,0.08584070796460172,0.92,0.8435094952583313,0.23670955002307892,0.9473684210526315,1.038330316543579,0.20198661088943481,0.88,0.6346436142921448,0.20543593168258667
