dgp,n,replication,estimator,estimate,se,ci_low,ci_high,covered,true_effect
double_nonlinear,200,8,IPW,2.2856900565485354,0.21374920193254493,2.345911798195959,2.40418882724622,False,2.0
double_nonlinear,200,8,DR,2.2731748612988656,0.1270416892281828,2.3193595388328796,2.401313681203052,False,2.0
double_nonlinear,200,8,CrossFitDR,2.2672889149955737,0.1285137605674641,2.343282952798536,2.392740068760711,False,2.0
double_nonlinear,200,8,FlexibleDR,2.0867609394687467,0.09468791279559637,2.1082699662965134,2.1965277178123324,False,2.0
double_nonlinear,200,9,Regression,2.181255218939792,0.10988878554712132,1.9706865249323424,2.1355765043464676,True,2.0
double_nonlinear,200,9,Matching,2.132106797214497,0.12414806942712397,1.8773926203969344,2.0426948869555055,True,2.0
double_nonlinear,200,9,IPW,2.197266375473588,0.21777231010102277,1.98841677049879,2.139480138792909,True,2.0
double_nonlinear,200,9,DR,2.182823249693087,0.10836636434188068,1.9810101533357518,2.123502112349753,True,2.0
double_nonlinear,200,9,CrossFitDR,2.1916929310244084,0.11636547099712453,2.0068084257340955,2.1303429366497513,False,2.0
double_nonlinear,200,9,FlexibleDR,2.0101919626581384,0.10007154396288381,1.7744816307466176,1.9522719160464364,False,2.0
strong_confounding,200,0,Regression,1.7892625301562108,0.19313204113984253,1.8378721721738784,1.9325541001980213,False,2.0
strong_confounding,200,0,Matching,1.4566450286593169,0.2867069088168528,1.614307444675385,1.8149106079546322,False,2.0
strong_confounding,200,0,IPW,2.2705193185583035,0.720941190819715,2.717847663660201,2.884869674256539,False,2.0
strong_confounding,200,0,DR,1.6717088290522804,0.23508437026853024,1.739308380825466,2.015908945869074,True,2.0
strong_confounding,200,0,CrossFitDR,1.6319155141745005,0.2578410861929515,1.6684963569740492,2.0018971908258694,True,2.0
strong_confounding,200,0,FlexibleDR,1.7997765978811286,0.38525390838327955,2.075472408357749,2.3232890536587054,False,2.0
strong_confounding,200,1,Regression,1.8335611789714465,0.1671179774713289,1.7172296354439385,1.8537891912985964,False,2.0
strong_confounding,200,1,Matching,1.8194380334728029,0.22207009156745858,1.5658496797842543,1.660667787417251,False,2.0
strong_confounding,200,1,IPW,1.5750317729362204,1.0647074370622278,1.4908990475283634,2.767353431475027,True,2.0
strong_confounding,200,1,DR,1.7841217823723519,0.1315915378727685,1.709749147044199,1.8976468261597672,False,2.0
strong_confounding,200,1,CrossFitDR,1.767950906488499,0.14513287545143283,1.712397669781082,1.9970145789253815,False,2.0
strong_confounding,200,1,FlexibleDR,1.612977974237892,0.39808510484037407,1.9563706963867478,2.5161937540877437,True,2.0
strong_confounding,200,2,Regression,1.9616473047790595,0.18239728632335803,1.7736331372746592,1.7852907140096073,False,2.0
strong_confounding,200,2,Matching,1.7367376761016218,0.24715761471755138,1.4190960976657359,1.4334677254933572,False,2.0
strong_confounding,200,2,IPW,2.8499494034350126,0.5484726874880843,2.649013061072902,3.268800672907998,False,2.0
strong_confounding,200,2,DR,1.94996410719218,0.14630034865221944,1.7577266521271808,1.8151370002359366,False,2.0
strong_confounding,200,2,CrossFitDR,1.960350758613555,0.15405218600216047,1.7273820540478353,1.7930264710740116,False,2.0
strong_confounding,200,2,FlexibleDR,2.1806510889406585,0.17687077286323072,2.073888111015857,2.2614962564546213,False,2.0
strong_confounding,200,3,Regression,1.9624954522471556,0.16689757458350835,2.0754739893690957,2.245590956176927,False,2.0
strong_confounding,200,3,Matching,1.7016258101474329,0.19321866950503022,1.7645588693868741,1.9808060597170436,False,2.0
strong_confounding,200,3,IPW,2.5888149925159754,0.5624631509418884,2.567056192276936,2.841832390861762,False,2.0
strong_confounding,200,3,DR,2.007433681312845,0.13501124995682656,2.099708276790758,2.2411332378656548,False,2.0
strong_confounding,200,3,CrossFitDR,2.0236314924787093,0.1497969416141592,2.109888107186641,2.245132190866812,False,2.0
strong_confounding,200,3,FlexibleDR,2.2335510926524584,0.1670565488508771,2.38640365274441,2.69306862897894,False,2.0
strong_confounding,200,4,Regression,1.9901910188673981,0.17379257820201924,2.108757148624874,2.118499498821583,False,2.0
strong_confounding,200,4,Matching,1.8282803408151118,0.19424796306426248,2.070579194677809,2.241195483855511,False,2.0
strong_confounding,200,4,IPW,2.542138285646493,0.5442711437894987,2.47254762237806,2.7092359275857074,False,2.0
strong_confounding,200,4,DR,2.0298445077801857,0.15248009925477368,2.0050662151425755,2.1903540589712343,False,2.0
strong_confounding,200,4,CrossFitDR,2.002556645891096,0.1697850931781966,1.9838829065745713,2.1642403057194226,True,2.0
strong_confounding,200,4,FlexibleDR,2.226998852533047,0.2173187618675289,2.3797366008982044,2.5208313594081484,False,2.0
strong_confounding,200,5,Regression,1.9941036259836704,0.17821588001729452,1.749577965320095,1.8703950526286,False,2.0
strong_confounding,200,5,Matching,1.8049350933650996,0.20317471493320924,1.2254932131384069,1.4619355817320128,False,2.0
strong_confounding,200,5,IPW,2.428516962412562,0.606692933791335,2.3512271265974296,2.393584380775922,False,2.0
strong_confounding,200,5,DR,1.943369902334499,0.14983015549578013,1.7140654006505762,1.9039000993878092,False,2.0
strong_confounding,200,5,CrossFitDR,1.9077122567692408,0.16461089678563048,1.6498609784901488,1.932253461581188,False,2.0
strong_confounding,200,5,FlexibleDR,2.190112380204079,0.21911209872346804,2.2412535597539143,2.2554284949957406,False,2.0
strong_confounding,200,6,Regression,1.8437928224772508,0.16602930617278983,1.8786782296987272,1.9028839741056183,False,2.0
strong_confounding,200,6,Matching,1.521076241793023,0.20695439652141853,1.6688482801684925,1.7691425034211001,False,2.0
strong_confounding,200,6,IPW,2.1070230963595877,0.7048847623826058,2.1406657381841225,2.227272508163809,False,2.0
strong_confounding,200,6,DR,1.8723538408147917,0.1407498768761131,1.8838353993603345,1.9387259299023853,False,2.0
strong_confounding,200,6,CrossFitDR,1.89374840274271,0.14906874504952058,1.8861041984940832,1.9538450698342908,False,2.0
strong_confounding,200,6,FlexibleDR,1.596445260574228,0.2895779020700631,1.7766714758179718,1.827324560962291,False,2.0
strong_confounding,200,7,Regression,2.291532690521387,0.16519286480254944,2.265898670280781,2.802744079210965,False,2.0
strong_confounding,200,7,Matching,2.0659848984972773,0.22525101171888484,2.0620701773160457,2.4701015124829704,False,2.0
strong_confounding,200,7,IPW,1.8174837395449233,0.9295533275113574,2.6606203321276096,2.987292764970908,False,2.0
strong_confounding,200,7,DR,2.181232092277353,0.1824480459123893,2.3357517368281666,2.7174112497284395,False,2.0
strong_confounding,200,7,CrossFitDR,2.205342550094539,0.23179041192000974,2.47398907098505,2.737156563089603,False,2.0
strong_confounding,200,7,FlexibleDR,2.1338446755824902,0.2887988515137082,2.3407040389216736,2.8539878151523372,False,2.0
strong_confounding,200,8,Regression,1.700795561103539,0.163880915919438,1.4427131728479505,1.6775163096438637,False,2.0
strong_confounding,200,8,Matching,1.5940086358049042,0.22126398653472887,1.1147917529850997,1.3528673514801852,False,2.0
strong_confounding,200,8,IPW,1.698643559863263,0.8087881636673201,1.5342353085008498,1.572911979001016,False,2.0
strong_confounding,200,8,DR,1.7032880782814557,0.1552061636748736,1.3846793554731598,1.8682587756532234,False,2.0
strong_confounding,200,8,CrossFitDR,1.702070510791022,0.1633288345592948,1.3719313011277037,1.7959190956580355,False,2.0
strong_confounding,200,8,FlexibleDR,1.7357031676240178,0.22908541534155752,1.641799252357837,1.883818639156358,False,2.0
strong_confounding,200,9,Regression,1.8701620570467608,0.1774640348553092,1.9202201910512162,1.9714793661401244,False,2.0
strong_confounding,200,9,Matching,1.6566284407093974,0.22556674949672506,1.621272366238396,1.8190437100368244,False,2.0
strong_confounding,200,9,IPW,2.0738775023555167,0.6481647581845849,2.2758273061843677,2.3781417785361127,False,2.0
strong_confounding,200,9,DR,1.8340841866894297,0.17435352066856424,1.8656907303464343,1.9135390152403222,False,2.0
strong_confounding,200,9,CrossFitDR,1.8601109289551987,0.1843653070670919,1.8893931304249139,1.9224150805814424,False,2.0
strong_confounding,200,9,FlexibleDR,1.9364674690023127,0.2636276422658768,1.8469127701071837,2.3200451427276643,True,2.0
